# FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
2.283760683760683674e-04,5.288400488400489064e-04,3.135531135531135789e-04,3.358241758241758317e-04,3.225396825396825381e-04,4.702319902319902008e-04,3.854456654456654154e-04,4.249084249084248972e-04,3.002686202686202853e-04,3.639560439560439605e-04,3.877899877899877550e-04,2.162637362637362436e-04,2.807326007326007710e-04,3.561416361416360897e-04,3.455921855921855889e-04,5.206349206349205824e-04,3.416849816849816535e-04,2.850305250305250511e-04,3.131623931623931799e-04,2.990964590964590884e-04,3.209768009768009423e-04,2.678388278388278221e-04,3.455921855921855889e-04
3.627838827838827636e-04,4.842979242979242381e-04,2.600244200244200055e-04,4.338949938949938565e-04,3.393406593406593139e-04,5.640048840048840538e-04,3.135531135531135789e-04,4.565567765567765625e-04,2.643223443223443399e-04,4.960195360195360443e-04,2.338461538461538173e-04,2.682295482295482211e-04,2.756532356532356387e-04,2.807326007326007710e-04,3.401221001221001118e-04,3.455921855921855889e-04,4.026373626373625902e-04,2.377533577533577527e-04,2.604151404151404045e-04,3.342612942612942359e-04,3.827106227106226769e-04,2.443956043956043724e-04,3.401221001221001118e-04
5.104761904761904263e-04,3.491086691086691253e-04,2.529914529914529869e-04,3.069108669108669050e-04,5.057875457875457472e-04,3.897435897435896955e-04,1.850061050061050044e-04,2.983150183150183447e-04,3.158974358974359184e-04,3.346520146520146348e-04,2.268131868131867987e-04,2.522100122100121890e-04,2.819047619047619136e-04,3.483272283272283274e-04,3.037851037851037675e-04,3.221489621489621391e-04,3.432478632478631951e-04,2.643223443223443399e-04,2.526007326007325879e-04,2.635409035409034878e-04,5.057875457875457472e-04,2.393162393162392943e-04,3.037851037851037675e-04
4.690598290598290039e-04,4.428815628815628699e-04,2.647130647130647389e-04,3.299633699633699557e-04,3.448107448107448451e-04,4.639804639804639801e-04,3.045665445665445654e-04,3.241025641025640797e-04,3.264468864468864193e-04,4.034188034188033881e-04,3.776312576312576530e-04,2.311111111111111059e-04,3.299633699633699557e-04,2.994871794871794874e-04,3.096459096459095893e-04,3.131623931623931799e-04,4.608547008547008426e-04,2.518192918192917900e-04,2.643223443223443399e-04,2.901098901098900749e-04,4.331135531135531127e-04,2.779975579975579782e-04,3.096459096459095893e-04
4.397557997557997324e-04,3.850549450549450164e-04,2.830769230769230563e-04,3.100366300366299882e-04,4.385836385836385356e-04,3.350427350427350338e-04,3.377777777777777723e-04,2.838583638583638542e-04,3.264468864468864193e-04,4.522588522588522281e-04,2.459584859584859682e-04,2.776068376068375793e-04,2.912820512820512718e-04,2.940170940170939561e-04,3.483272283272283274e-04,5.296214896214895959e-04,4.006837606837606496e-04,2.877655677655677354e-04,2.826862026862027115e-04,2.807326007326007710e-04,4.276434676434676357e-04,2.576800976800976660e-04,3.483272283272283274e-04
5.522832722832721935e-04,4.714041514041513435e-04,3.569230769230768876e-04,2.979242979242979457e-04,5.022710622710622108e-04,4.370207570207569939e-04,3.510622710622710659e-04,2.889377289377289323e-04,3.733333333333333187e-04,5.726007326007326141e-04,5.745543345543345547e-04,2.627594627594627441e-04,2.955799755799755520e-04,2.772161172161171803e-04,4.534310134310133708e-04,3.815384615384615342e-04,5.530647130647129914e-04,4.940659340659341037e-04,3.565323565323564887e-04,2.354090354090353861e-04,5.331379731379731323e-04,2.787789987789987219e-04,4.534310134310133708e-04
6.698901098901098410e-04,8.785347985347984404e-04,5.745543345543345547e-04,5.147741147741147607e-04,4.581196581196581041e-04,8.042979242979242643e-04,7.992185592185591320e-04,8.840048840048840258e-04,5.460317460317460269e-04,4.960195360195360443e-04,4.241269841269841535e-04,3.768498168498168551e-04,5.116483516483516774e-04,8.406349206349205544e-04,6.269108669108669311e-04,4.831257631257630954e-04,4.788278388278388153e-04,6.601221001221001380e-04,5.749450549450548995e-04,5.053968253968254025e-04,5.038339438339438066e-04,5.804151404151403765e-04,6.269108669108669311e-04
3.963858363858363694e-04,4.299877899877899753e-04,2.471306471306471109e-04,5.237606837606836657e-04,4.932844932844933057e-04,4.311599511599511179e-04,3.104273504273503872e-04,5.409523809523808947e-04,4.042002442002441860e-04,3.393406593406593139e-04,2.764346764346763824e-04,2.412698412698412620e-04,2.901098901098900749e-04,3.659096459096459011e-04,3.229304029304028829e-04,3.846642246642246175e-04,3.975579975579975663e-04,2.131379731379731332e-04,2.467399267399267120e-04,4.108424908424908599e-04,4.885958485958486266e-04,2.412698412698412620e-04,3.229304029304028829e-04
2.854212454212453958e-04,3.381684981684981712e-04,2.432234432234432026e-04,3.397313797313797129e-04,3.162881562881562632e-04,3.737240537240536634e-04,2.404884004884004641e-04,3.026129426129426248e-04,2.432234432234432026e-04,2.393162393162392943e-04,2.697924297924297627e-04,1.998534798534798396e-04,2.346275946275946152e-04,1.947741147741147616e-04,1.803174603174603253e-04,2.209523809523809498e-04,2.791697191697191209e-04,1.850061050061050044e-04,2.428327228327228037e-04,2.936263736263736114e-04,2.905006105006104739e-04,1.439804639804639810e-04,1.803174603174603253e-04
2.971428571428571478e-04,4.565567765567765625e-04,2.443956043956043724e-04,3.655189255189255021e-04,2.924542124542124145e-04,4.139682539682539432e-04,2.217338217338217206e-04,3.096459096459095893e-04,2.912820512820512718e-04,2.897191697191696760e-04,2.045421245421245459e-04,1.826617826617826649e-04,2.744810744810744418e-04,1.795360195360195274e-04,1.963369963369963303e-04,1.771916971916971879e-04,2.561172161172161244e-04,2.209523809523809498e-04,2.440048840048840006e-04,3.905250305250304935e-04,2.787789987789987219e-04,1.896947496947496835e-04,1.963369963369963303e-04
3.260561660561660203e-04,3.381684981684981712e-04,2.248595848595848581e-04,3.334798534798534921e-04,3.018315018315018269e-04,4.178754578754578244e-04,1.912576312576312523e-04,3.991208791208791080e-04,2.819047619047619136e-04,2.604151404151404045e-04,2.225152625152625185e-04,1.822710622710622659e-04,2.494749694749694505e-04,1.982905982905982980e-04,2.447863247863247714e-04,2.213431013431013488e-04,2.928449328449328135e-04,2.092307692307692249e-04,2.244688644688644591e-04,3.432478632478631951e-04,3.373870573870573733e-04,1.697680097680097431e-04,2.447863247863247714e-04
4.393650793650793335e-04,3.842735042735042727e-04,2.346275946275946152e-04,3.401221001221001118e-04,3.799755799755799926e-04,4.589010989010989020e-04,2.162637362637362436e-04,3.647374847374847584e-04,4.092796092796092641e-04,3.100366300366299882e-04,2.424420024420024318e-04,2.764346764346763824e-04,2.701831501831501617e-04,3.342612942612942359e-04,2.987057387057386894e-04,2.631501831501830888e-04,4.249084249084248972e-04,2.670573870573870784e-04,2.342368742368742163e-04,2.709645909645909596e-04,3.131623931623931799e-04,1.850061050061050044e-04,2.987057387057386894e-04
3.412942612942612545e-04,3.803663003663003373e-04,2.416605616605616339e-04,2.842490842490842532e-04,4.768742368742368747e-04,5.729914529914529589e-04,2.799511599511599730e-04,3.237118437118436808e-04,4.233455433455433014e-04,5.249328449328449168e-04,4.729670329670329935e-04,3.037851037851037675e-04,3.076923076923076487e-04,3.534065934065934054e-04,2.772161172161171803e-04,3.381684981684981712e-04,5.757264957264956974e-04,2.959706959706959509e-04,2.412698412698412620e-04,2.846398046398046521e-04,4.159218559218558838e-04,2.420512820512820329e-04,2.772161172161171803e-04
5.339194139194139302e-04,1.052796092796092582e-03,7.906227106227105717e-04,4.506959706959706865e-04,4.417094017094017272e-04,6.007326007326006887e-04,1.021147741147741079e-03,1.184078144078143813e-03,4.413186813186813283e-04,4.213919413919413608e-04,3.537973137973137502e-04,4.018559218559218465e-04,7.367032967032967079e-04,7.613186813186813545e-04,8.535286935286935574e-04,3.405128205128204566e-04,5.300122100122100490e-04,2.654945054945054826e-04,7.910134310134310249e-04,6.679365079365079004e-04,4.221733821733821587e-04,6.144078144078143813e-04,8.535286935286935574e-04
5.241514041514041189e-04,5.979975579975580586e-04,5.729914529914529589e-04,4.448351648351648105e-04,5.003174603174602702e-04,4.038095238095237871e-04,9.625396825396825362e-04,9.625396825396825362e-04,5.151648351648351054e-04,2.651037851037851378e-04,2.932356532356532124e-04,2.287667887667887664e-04,3.889621489621489518e-04,5.010989010989010681e-04,6.116727716727716428e-04,6.147985347985347260e-04,2.736996336996336981e-04,1.611721611721611558e-04,5.733821733821734120e-04,5.624420024420024580e-04,4.534310134310133708e-04,5.515018315018315040e-04,6.116727716727716428e-04
2.518192918192917900e-04,3.158974358974359184e-04,2.631501831501830888e-04,3.877899877899877550e-04,2.643223443223443399e-04,3.256654456654456214e-04,2.162637362637362436e-04,2.944078144078143551e-04,2.389255189255189225e-04,2.639316239316239409e-04,1.721123321123321098e-04,1.975091575091575001e-04,2.154822954822954728e-04,2.147008547008547020e-04,1.455433455433455226e-04,1.697680097680097431e-04,2.232967032967032894e-04,2.045421245421245459e-04,2.627594627594627441e-04,2.834676434676434553e-04,3.506715506715506669e-04,1.193650793650793615e-04,1.455433455433455226e-04
3.287912087912088130e-04,3.565323565323564887e-04,2.733089133089132991e-04,3.323076923076922953e-04,3.506715506715506669e-04,4.604639804639804436e-04,2.580708180708180650e-04,3.577045177045176856e-04,3.643467643467643595e-04,2.990964590964590884e-04,2.944078144078143551e-04,2.342368742368742163e-04,2.760439560439560376e-04,2.279853479853479956e-04,2.744810744810744418e-04,1.877411477411477158e-04,3.999023199023199059e-04,2.807326007326007710e-04,2.736996336996336981e-04,2.588522588522588087e-04,2.975335775335775468e-04,1.521855921855921694e-04,2.744810744810744418e-04
4.592918192918193010e-04,7.296703296703296350e-04,6.382417582417582299e-04,4.272527472527472368e-04,3.838827838827838738e-04,4.745299145299145351e-04,8.277411477411477682e-04,7.515506715506714347e-04,3.752869352869352593e-04,3.639560439560439605e-04,2.604151404151404045e-04,2.920634920634920155e-04,4.038095238095237871e-04,6.226129426129424884e-04,9.691819291819291559e-04,3.428571428571427961e-04,3.745054945054944614e-04,2.291575091575091653e-04,6.386324786324785747e-04,7.785103785103784750e-04,4.592918192918193010e-04,4.663247863247863196e-04,9.691819291819291559e-04
4.448351648351648105e-04,3.999023199023199059e-04,2.209523809523809498e-04,3.530158730158730065e-04,5.776800976800976380e-04,4.272527472527472368e-04,2.846398046398046521e-04,3.026129426129426248e-04,4.546031746031745677e-04,4.674969474969474623e-04,4.772649572649572737e-04,2.346275946275946152e-04,3.061294261294261070e-04,2.869841269841269917e-04,2.807326007326007710e-04,3.201953601953601986e-04,4.346764346764346544e-04,2.662759462759462805e-04,2.213431013431013488e-04,2.768253968253967814e-04,4.116239316239316036e-04,2.486935286935287068e-04,2.807326007326007710e-04
5.577533577533576705e-04,7.960927960927960487e-04,5.929181929181929264e-04,4.167032967032966817e-04,8.445421245421244356e-04,4.721855921855921414e-04,1.275115995115995091e-03,1.095384615384615255e-03,4.717948717948717424e-04,4.018559218559218465e-04,3.354334554334554327e-04,3.397313797313797129e-04,5.577533577533576705e-04,6.991941391941391666e-04,7.257631257631257538e-04,3.959951159951159705e-04,4.534310134310133708e-04,2.998778998778998863e-04,5.933089133089133795e-04,4.295970695970695763e-04,4.491330891330890906e-04,7.077899877899877269e-04,7.257631257631257538e-04
5.386080586080586093e-04,6.749694749694749732e-04,5.370451770451770135e-04,4.725763125763125946e-04,3.983394383394383100e-04,5.065689865689865451e-04,2.854212454212453958e-04,4.510866910866910312e-04,3.772405372405372541e-04,3.725518925518925208e-04,3.045665445665445654e-04,3.319169719169718963e-04,4.651526251526251227e-04,5.081318681318681410e-04,5.784615384615384359e-04,2.932356532356532124e-04,4.131868131868131995e-04,2.686202686202686200e-04,5.374358974358974667e-04,4.319413919413919159e-04,4.448351648351648105e-04,4.565567765567765625e-04,5.784615384615384359e-04
4.768742368742368747e-04,6.593406593406593401e-04,7.320146520146520288e-04,4.467887667887667511e-04,3.850549450549450164e-04,4.280341880341880347e-04,3.346520146520146348e-04,3.244932844932844787e-04,3.127716727716727809e-04,3.162881562881562632e-04,1.947741147741147616e-04,3.948229548229548278e-04,3.405128205128204566e-04,6.960683760683760834e-04,5.827594627594626618e-04,3.354334554334554327e-04,3.147252747252747215e-04,2.064957264957264864e-04,7.324053724053723735e-04,5.511111111111110508e-04,4.757020757020756778e-04,5.589255189255188131e-04,5.827594627594626618e-04
4.577289377289377051e-04,6.421489621489621111e-04,4.378021978021977376e-04,4.045909645909645308e-04,3.217582417582417402e-04,3.893528693528692966e-04,2.459584859584859682e-04,4.858608058608058339e-04,4.096703296703296630e-04,3.678632478632478417e-04,2.404884004884004641e-04,2.705738705738705606e-04,3.299633699633699557e-04,2.615873015873015472e-04,2.772161172161171803e-04,1.971184371184371282e-04,3.444200244200244462e-04,2.068864468864468854e-04,4.374114774114773929e-04,5.464224664224663717e-04,3.057387057387057081e-04,2.768253968253967814e-04,2.772161172161171803e-04
2.690109890109890190e-04,3.573137973137972866e-04,2.580708180708180650e-04,3.256654456654456214e-04,2.822954822954823126e-04,4.241269841269840993e-04,2.080586080586080552e-04,2.779975579975579782e-04,2.783882783882783772e-04,2.998778998778998863e-04,2.088400488400488260e-04,2.264224664224663997e-04,2.947985347985347540e-04,2.678388278388278221e-04,1.787545787545787295e-04,2.021978021978021792e-04,3.049572649572649644e-04,2.748717948717948408e-04,2.584615384615384639e-04,2.975335775335775468e-04,3.049572649572649644e-04,1.392918192918192748e-04,1.787545787545787295e-04
2.635409035409034878e-04,3.909157509157508924e-04,2.686202686202686200e-04,3.307448107448107536e-04,4.737484737484737372e-04,4.995360195360194723e-04,2.092307692307692249e-04,3.905250305250304935e-04,5.237606837606836657e-04,3.229304029304028829e-04,2.705738705738705606e-04,2.779975579975579782e-04,2.740903540903540971e-04,2.330647130647130465e-04,2.248595848595848581e-04,2.381440781440781517e-04,3.948229548229548278e-04,2.908913308913308729e-04,2.682295482295482211e-04,3.045665445665445654e-04,3.010500610500610290e-04,1.658608058608058620e-04,2.248595848595848581e-04
5.018803418803418660e-04,5.472039072039071696e-04,4.190476190476190212e-04,4.393650793650793335e-04,3.280097680097679609e-04,4.014652014652014475e-04,2.424420024420024318e-04,3.545787545787545481e-04,4.026373626373625902e-04,3.557509157509157450e-04,2.537728937728937848e-04,2.799511599511599188e-04,4.288156288156288326e-04,4.987545787545786743e-04,5.245421245421244636e-04,2.447863247863247714e-04,3.682539682539682406e-04,2.541636141636141838e-04,4.186568986568986223e-04,3.026129426129426248e-04,3.424664224664224514e-04,4.917216117216117099e-04,5.245421245421244636e-04
3.194139194139194006e-04,3.522344322344322085e-04,2.424420024420024318e-04,2.674481074481074774e-04,3.205860805860805433e-04,4.268620268620268378e-04,2.256410256410256289e-04,3.303540903540903547e-04,3.612210012210012220e-04,3.713797313797313239e-04,3.022222222222222259e-04,3.166788766788766621e-04,3.069108669108669050e-04,2.326739926739926476e-04,3.115995115995115841e-04,4.174847374847374796e-04,3.850549450549450164e-04,2.701831501831501617e-04,2.420512820512820329e-04,2.596336996336996066e-04,3.663003663003663000e-04,2.064957264957264864e-04,3.115995115995115841e-04
1.978998778998778991e-04,3.772405372405372541e-04,3.620024420024420199e-04,3.561416361416360897e-04,5.210256410256409272e-04,3.131623931623931799e-04,2.178266178266178123e-04,3.217582417582417402e-04,3.530158730158730065e-04,2.526007326007325879e-04,2.111843711843711655e-04,2.037606837606837479e-04,3.225396825396825381e-04,1.896947496947496835e-04,2.725274725274725012e-04,1.408547008547008706e-04,3.338705738705738369e-04,2.057142857142857156e-04,3.616117216117216209e-04,3.416849816849816535e-04,2.479120879120879088e-04,1.557020757020756787e-04,2.725274725274725012e-04
3.588766788766788282e-04,3.944322344322344289e-04,3.248840048840048777e-04,4.272527472527472368e-04,3.952136752136752268e-04,5.272771672771672021e-04,2.990964590964590884e-04,3.756776556776556582e-04,3.705982905982905802e-04,4.460073260073260074e-04,2.897191697191696760e-04,2.772161172161171803e-04,2.615873015873015472e-04,3.991208791208791080e-04,2.994871794871794874e-04,3.108180708180707861e-04,6.304273504273504676e-04,3.155067155067155195e-04,3.244932844932844787e-04,3.303540903540903547e-04,3.448107448107448451e-04,2.549450549450549275e-04,2.994871794871794874e-04
2.819047619047619136e-04,4.030280830280829891e-04,3.709890109890109791e-04,3.717704517704517229e-04,3.338705738705738369e-04,4.897680097680097693e-04,2.518192918192917900e-04,2.908913308913308729e-04,2.971428571428571478e-04,2.865934065934065927e-04,2.822954822954823126e-04,3.045665445665445654e-04,3.647374847374847584e-04,3.108180708180707861e-04,3.299633699633699557e-04,2.588522588522588087e-04,3.537973137973137502e-04,3.182417582417582580e-04,3.705982905982905802e-04,2.549450549450549275e-04,3.354334554334554327e-04,2.236874236874236883e-04,3.299633699633699557e-04
3.237118437118436808e-04,3.182417582417582580e-04,2.522100122100121890e-04,3.620024420024420199e-04,4.014652014652014475e-04,4.893772893772894246e-04,2.252503052503052299e-04,2.639316239316239409e-04,3.494993894993894700e-04,3.932600732600732862e-04,3.530158730158730065e-04,2.908913308913308729e-04,2.584615384615384639e-04,3.073015873015872497e-04,3.526251526251526075e-04,3.940415140415140299e-04,3.784126984126983968e-04,2.232967032967032894e-04,2.518192918192917900e-04,3.158974358974359184e-04,3.252747252747252224e-04,2.373626373626373538e-04,3.526251526251526075e-04
6.058119658119658210e-04,7.855433455433455479e-04,6.566056166056166016e-04,6.241758241758241926e-04,3.862271062271062133e-04,5.780708180708180911e-04,3.182417582417582580e-04,5.194627594627594398e-04,5.143833943833943075e-04,4.628083028083027832e-04,5.284493284493284532e-04,3.788034188034187957e-04,5.198534798534797845e-04,8.640781440781440583e-04,9.527716727716727249e-04,3.932600732600732862e-04,4.206105006105005629e-04,2.654945054945054826e-04,6.569963369963370547e-04,5.175091575091574992e-04,5.585347985347984684e-04,5.913553113553112221e-04,9.527716727716727249e-04
3.346520146520146348e-04,3.705982905982905802e-04,2.100122100122099958e-04,4.139682539682539432e-04,6.151892551892551792e-04,3.084737484737484466e-04,2.275946275946275695e-04,3.803663003663003373e-04,5.964346764346764628e-04,1.955555555555555324e-04,1.506227106227106278e-04,2.064957264957264864e-04,2.592429792429792076e-04,3.537973137973137502e-04,1.732844932844932796e-04,2.170451770451770415e-04,2.561172161172161244e-04,2.186080586080585831e-04,2.096214896214895968e-04,3.999023199023199059e-04,3.291819291819292120e-04,1.697680097680097431e-04,1.732844932844932796e-04
3.643467643467643595e-04,5.663492063492063392e-04,4.839072039072038933e-04,4.112332112332112047e-04,3.678632478632478417e-04,4.319413919413919159e-04,1.121562881562881498e-03,1.161025641025640980e-03,3.076923076923076487e-04,2.346275946275946152e-04,3.448107448107448451e-04,2.432234432234432026e-04,4.350671550671550533e-04,4.874236874236873756e-04,5.976068376068376055e-04,7.546764346764347348e-04,1.779731379731379587e-04,1.560927960927960777e-04,4.842979242979242381e-04,4.327228327228327138e-04,4.991452991452991275e-04,4.299877899877899753e-04,5.976068376068376055e-04
4.987545787545786743e-04,6.155799755799755239e-04,5.952625152625153201e-04,3.940415140415140299e-04,4.510866910866910312e-04,3.424664224664224514e-04,6.769230769230769138e-04,8.132844932844931693e-04,4.784371184371184163e-04,2.404884004884004641e-04,1.912576312576312523e-04,2.412698412698412620e-04,4.760927960927960768e-04,6.038583638583638804e-04,5.081318681318681410e-04,2.506471306471306473e-04,2.717460317460317575e-04,1.385103785103785040e-04,5.956532356532356649e-04,3.995115995115995069e-04,5.843223443223442577e-04,5.894017094017092815e-04,5.081318681318681410e-04
4.233455433455433014e-04,6.179242979242978093e-04,5.046153846153846045e-04,3.194139194139194006e-04,2.604151404151404045e-04,3.698168498168497823e-04,2.150915750915750738e-04,3.166788766788766621e-04,2.248595848595848581e-04,1.478876678876678622e-04,1.463247863247863205e-04,1.822710622710622659e-04,3.518437118437118096e-04,5.081318681318681410e-04,5.483760683760683123e-04,1.896947496947496835e-04,1.951648351648351334e-04,1.908669108669108533e-04,5.050061050061050577e-04,4.401465201465201314e-04,2.905006105006104739e-04,5.604884004884005174e-04,5.483760683760683123e-04
5.304029304029303938e-04,7.613186813186813545e-04,6.093284493284492490e-04,4.096703296703296630e-04,1.982905982905982980e-04,2.920634920634920155e-04,3.057387057387057081e-04,4.835164835164834944e-04,1.951648351648351334e-04,1.377289377289377061e-04,1.260073260073260083e-04,1.963369963369963303e-04,3.975579975579975663e-04,5.268864468864468574e-04,5.261050061050060594e-04,5.104761904761904263e-04,1.771916971916971879e-04,1.119413919413919303e-04,6.097191697191697022e-04,4.878144078144077745e-04,3.721611721611721218e-04,5.331379731379731323e-04,5.261050061050060594e-04
2.186080586080585831e-04,3.284004884004884141e-04,2.670573870573870784e-04,3.401221001221001118e-04,2.182173382173382113e-04,4.807814407814407559e-04,1.717216117216117108e-04,3.194139194139194006e-04,2.385347985347985235e-04,2.107936507936507666e-04,1.639072039072039214e-04,1.599999999999999860e-04,2.701831501831501617e-04,1.717216117216117108e-04,1.932112332112331929e-04,2.131379731379731332e-04,2.873748473748473906e-04,2.092307692307692249e-04,2.666666666666666794e-04,2.330647130647130465e-04,2.674481074481074774e-04,1.201465201465201459e-04,1.932112332112331929e-04
3.284004884004884141e-04,3.123809523809523820e-04,2.494749694749694505e-04,3.924786324786324883e-04,2.951892551892551530e-04,3.389499389499389150e-04,1.830525030525030367e-04,3.752869352869352593e-04,3.944322344322344289e-04,2.068864468864468854e-04,1.838339438339438347e-04,2.143101343101343030e-04,3.799755799755799926e-04,2.084493284493284270e-04,2.236874236874236883e-04,2.373626373626373538e-04,3.092551892551892445e-04,2.002442002442002386e-04,2.490842490842490515e-04,3.409035409035408555e-04,2.459584859584859682e-04,1.424175824175824123e-04,2.236874236874236883e-04
2.920634920634920155e-04,3.635653235653235615e-04,3.623931623931624189e-04,3.643467643467643595e-04,2.901098901098900749e-04,4.436630036630036678e-04,3.569230769230768876e-04,3.553601953601953460e-04,2.979242979242979457e-04,3.936507936507936309e-04,2.553357753357753264e-04,2.197802197802197529e-04,2.318925518925518767e-04,2.100122100122099958e-04,2.115750915750915645e-04,1.920390720390720231e-04,4.210012210012209618e-04,2.225152625152625185e-04,3.620024420024420199e-04,3.205860805860805433e-04,2.908913308913308729e-04,1.541391941391941371e-04,2.115750915750915645e-04
3.975579975579975663e-04,7.394383394383394464e-04,4.206105006105005629e-04,4.264713064713064931e-04,3.440293040293040472e-04,5.046153846153846045e-04,2.041514041514041469e-04,5.530647130647129914e-04,3.338705738705738369e-04,3.631746031746031626e-04,2.971428571428571478e-04,2.834676434676434553e-04,3.999023199023199059e-04,4.745299145299145351e-04,4.362393162393161960e-04,2.549450549450549275e-04,4.452258852258852095e-04,2.260317460317460008e-04,4.210012210012209618e-04,3.588766788766788282e-04,3.330891330891330932e-04,5.175091575091574992e-04,4.362393162393161960e-04
6.335531135531135508e-04,7.609279609279609013e-04,6.120634920634919875e-04,4.999267399267399254e-04,5.976068376068376055e-04,4.799999999999999580e-04,8.808791208791209425e-04,9.734798534798533819e-04,4.655433455433455217e-04,2.549450549450549275e-04,1.834432234432234357e-04,2.908913308913308729e-04,4.510866910866910312e-04,5.675213675213674818e-04,6.335531135531135508e-04,5.667399267399267923e-04,2.354090354090353861e-04,2.014163614163614084e-04,6.124542124542124407e-04,5.761172161172160421e-04,4.717948717948717424e-04,6.480097680097679329e-04,6.335531135531135508e-04
2.604151404151404045e-04,4.073260073260072693e-04,2.393162393162392943e-04,3.467643467643467857e-04,3.237118437118436808e-04,4.264713064713064931e-04,2.068864468864468854e-04,2.799511599511599730e-04,2.772161172161171803e-04,3.178510378510378590e-04,1.889133089133089127e-04,1.967277167277167293e-04,2.815140415140415147e-04,1.760195360195360181e-04,1.975091575091575001e-04,1.736752136752136785e-04,3.291819291819292120e-04,2.584615384615384639e-04,2.389255189255189225e-04,2.830769230769230563e-04,2.791697191697191209e-04,1.447619047619047518e-04,1.975091575091575001e-04
3.999023199023199059e-04,4.108424908424908599e-04,2.725274725274725012e-04,2.944078144078143551e-04,3.780219780219780520e-04,3.694261294261293833e-04,2.514285714285713911e-04,2.951892551892551530e-04,3.459829059829059878e-04,4.163125763125762827e-04,2.315018315018315049e-04,2.018070818070817802e-04,2.572893772893772670e-04,2.842490842490842532e-04,2.193894993894993811e-04,2.639316239316238867e-04,3.135531135531135789e-04,2.502564102564102484e-04,2.729181929181929002e-04,3.530158730158730065e-04,3.299633699633699557e-04,1.846153846153846055e-04,2.193894993894993811e-04
3.217582417582417402e-04,4.112332112332112047e-04,3.369963369963369744e-04,3.448107448107448451e-04,3.366056166056165754e-04,4.725763125763125946e-04,1.986813186813186699e-04,3.377777777777777723e-04,3.432478632478631951e-04,3.717704517704517229e-04,2.510378510378509921e-04,2.526007326007325879e-04,3.502808302808302679e-04,4.428815628815628699e-04,3.553601953601953460e-04,2.111843711843711655e-04,4.436630036630036678e-04,2.451770451770451703e-04,3.373870573870573733e-04,2.553357753357753264e-04,3.514529914529914648e-04,3.764590964590964562e-04,3.553601953601953460e-04
2.604151404151404045e-04,4.010744810744810485e-04,4.702319902319902008e-04,5.436874236874236332e-04,3.506715506715506669e-04,3.534065934065934054e-04,2.436141636141636016e-04,3.659096459096459011e-04,4.745299145299145351e-04,3.678632478632478417e-04,2.819047619047619136e-04,2.600244200244200055e-04,3.330891330891330932e-04,2.955799755799755520e-04,3.221489621489621391e-04,3.620024420024420199e-04,3.260561660561660203e-04,2.568986568986568681e-04,4.706227106227105998e-04,3.338705738705738369e-04,2.795604395604395199e-04,1.975091575091575001e-04,3.221489621489621391e-04
4.053724053724053287e-04,7.468620268620267556e-04,5.808058608058607212e-04,4.256898656898656951e-04,3.967765567765567684e-04,4.002930402930402506e-04,2.924542124542124145e-04,3.627838827838827636e-04,3.366056166056165754e-04,3.131623931623931799e-04,2.291575091575091653e-04,3.014407814407814279e-04,5.206349206349205824e-04,6.648107448107448171e-04,6.261294261294261332e-04,4.405372405372405304e-04,3.827106227106226769e-04,2.494749694749694505e-04,5.811965811965811744e-04,4.882051282051282277e-04,4.288156288156288326e-04,6.773137973137972586e-04,6.261294261294261332e-04
9.230769230769230544e-04,6.737973137973137221e-04,7.449084249084248150e-04,4.569474969474969614e-04,7.617094017094016992e-04,4.170940170940170806e-04,2.596336996336996066e-04,4.342857142857142554e-04,3.788034188034187957e-04,2.678388278388278221e-04,2.490842490842490515e-04,2.049328449328449448e-04,4.452258852258852095e-04,6.777045177045176033e-04,6.734065934065933774e-04,2.291575091575091653e-04,3.139438339438339778e-04,2.229059829059828904e-04,7.452991452991452681e-04,4.956288156288155911e-04,3.838827838827838738e-04,5.741636141636141015e-04,6.734065934065933774e-04
2.627594627594627441e-04,3.440293040293040472e-04,2.463492063492063672e-04,4.151404151404151401e-04,3.487179487179487263e-04,3.967765567765567684e-04,2.303296703296703351e-04,3.952136752136752268e-04,2.736996336996336981e-04,2.061050061050061146e-04,1.697680097680097431e-04,2.178266178266178123e-04,2.315018315018315049e-04,1.678144078144078026e-04,2.021978021978021792e-04,1.693772893772893713e-04,2.705738705738705606e-04,2.107936507936507666e-04,2.459584859584859682e-04,3.014407814407814279e-04,2.186080586080585831e-04,1.303052503052502884e-04,2.021978021978021792e-04
2.885470085470085333e-04,3.596581196581196261e-04,3.530158730158730065e-04,3.514529914529914648e-04,3.483272283272283274e-04,4.014652014652014475e-04,2.084493284493284270e-04,3.291819291819292120e-04,4.354578754578754523e-04,4.120146520146520026e-04,3.616117216117216209e-04,2.318925518925518767e-04,4.252991452991452962e-04,3.073015873015872497e-04,3.260561660561660203e-04,3.037851037851037675e-04,4.096703296703296630e-04,2.385347985347985235e-04,3.526251526251526075e-04,3.659096459096459011e-04,2.690109890109890190e-04,1.904761904761904814e-04,3.260561660561660203e-04
