# FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
3.741147741147740624e-04,4.440537240537240668e-04,3.405128205128204566e-04,4.139682539682539432e-04,3.092551892551892445e-04,4.940659340659341037e-04,2.432234432234432026e-04,3.534065934065934054e-04,4.428815628815628699e-04,5.163369963369962481e-04,3.666910866910866990e-04,3.655189255189255021e-04,4.506959706959706865e-04,5.862759462759461982e-04,5.729914529914529589e-04,5.073504273504273430e-04,4.831257631257630954e-04,2.119658119658119364e-04,3.401221001221001118e-04,2.764346764346763824e-04,3.284004884004884141e-04,3.987301587301587090e-04,5.729914529914529589e-04
4.483516483516483469e-04,4.143589743589743421e-04,5.542368742368741340e-04,5.241514041514041189e-04,6.550427350427350057e-04,7.988278388278387872e-04,1.452112332112332187e-03,1.243076923076922918e-03,8.906471306471306455e-04,5.331379731379731323e-04,5.429059829059828353e-04,3.549694749694749470e-04,8.441514041514040908e-04,5.667399267399267923e-04,6.460561660561659923e-04,7.316239316239315756e-04,3.666910866910866990e-04,6.777045177045176033e-04,5.538461538461537893e-04,6.843467643467642230e-04,5.831501831501831150e-04,4.319413919413919159e-04,6.460561660561659923e-04
5.050061050061050577e-04,1.158290598290598024e-03,7.933577533577533102e-04,8.031257631257631216e-04,5.272771672771672021e-04,4.850793650793650360e-04,1.353650793650793601e-03,1.315360195360195479e-03,5.573626373626373257e-04,3.131623931623931799e-04,2.658852258852258815e-04,4.198290598290598192e-04,4.698412698412698018e-04,5.538461538461537893e-04,7.452991452991452681e-04,6.452747252747251944e-04,4.159218559218558838e-04,2.600244200244200055e-04,7.937484737484737634e-04,4.495238095238094896e-04,6.085470085470085595e-04,3.842735042735042727e-04,7.452991452991452681e-04
1.390378510378510344e-03,1.422808302808302753e-03,8.039072039072038111e-04,7.835897435897434989e-04,1.090305250305250448e-03,1.585347985347985251e-03,9.558974358974359166e-04,1.107887667887667588e-03,1.133675213675213811e-03,1.052014652014651675e-03,5.280586080586080000e-04,4.717948717948717424e-04,9.703540903540902986e-04,8.879120879120879070e-04,8.687667887667887374e-04,6.710622710622709836e-04,1.103589743589743688e-03,4.155311355311355390e-04,8.042979242979242643e-04,8.062515262515262049e-04,1.075848595848595633e-03,6.808302808302807950e-04,8.687667887667887374e-04
1.146568986568986381e-03,1.438046398046397825e-03,1.122735042735042857e-03,1.157509157509157335e-03,1.196581196581196797e-03,1.226275946275946251e-03,1.195018315018315201e-03,1.763516483516483708e-03,1.209865689865690036e-03,1.061001221001221014e-03,7.406105006105005890e-04,6.441025641025640517e-04,1.038339438339438417e-03,1.228229548229548083e-03,1.206739926739926845e-03,1.056312576312576227e-03,1.090305250305250448e-03,6.300366300366300144e-04,1.122344322344322187e-03,7.066178266178265843e-04,1.405616605616605633e-03,6.460561660561659923e-04,1.206739926739926845e-03
1.153601953601953454e-03,1.325909645909645763e-03,1.091477411477411374e-03,1.313406593406593430e-03,1.183296703296703124e-03,1.454065934065934020e-03,1.034041514041513865e-03,1.155555555555555503e-03,1.048888888888888701e-03,9.512087912087912375e-04,8.105494505494504308e-04,9.441758241758240562e-04,9.934065934065934578e-04,1.262612942612942758e-03,1.218852258852258725e-03,1.223150183150183276e-03,1.365372405372405245e-03,6.308180708180708123e-04,1.091868131868131827e-03,6.612942612942612807e-04,9.414407814407813177e-04,7.480341880341880067e-04,1.218852258852258725e-03
1.465787545787545663e-03,1.318876678876678690e-03,1.234481074481074249e-03,1.186422466422466532e-03,1.045763125763125509e-03,1.517753357753357695e-03,1.021147741147741079e-03,1.245030525030524967e-03,1.052405372405372345e-03,1.307936507936507953e-03,7.792918192918191645e-04,1.263003663003662994e-03,1.309108669108668879e-03,1.203614163614163653e-03,1.331379731379731240e-03,1.629890109890109540e-03,1.357167277167277029e-03,7.660073260073260335e-04,1.234871794871794919e-03,9.387057387057385792e-04,1.450158730158730138e-03,8.144566544566544204e-04,1.331379731379731240e-03
1.290354090354090162e-03,9.941880341880341473e-04,1.021147741147741079e-03,1.438437118437118278e-03,1.209474969474969366e-03,1.273553113553113712e-03,1.038730158730158436e-03,1.351697191697191552e-03,1.175482295482295145e-03,9.941880341880341473e-04,7.667887667887667230e-04,1.015677655677655602e-03,1.020757020757020626e-03,9.082295482295481108e-04,1.236043956043955845e-03,1.207912087912087771e-03,1.227448107448107176e-03,7.097435897435896675e-04,1.021538461538461532e-03,7.191208791208790257e-04,9.934065934065934578e-04,7.558485958485958774e-04,1.236043956043955845e-03
1.282148962148962163e-03,1.258315018315018206e-03,9.805128205128204547e-04,1.187203907203907439e-03,1.234871794871794919e-03,1.289572649572649473e-03,9.613675213675212852e-04,1.171575091575091264e-03,1.102808302808302781e-03,1.342710622710622864e-03,6.585592185592185422e-04,1.141098901098900904e-03,1.359511599511599314e-03,1.152039072039071858e-03,1.301684981684981569e-03,1.375531135531135509e-03,1.057875457875457822e-03,6.491819291819290755e-04,9.801221001221002184e-04,6.655921855921856150e-04,1.272380952380952135e-03,8.195360195360195527e-04,1.301684981684981569e-03
8.265689865689865171e-04,1.155946275946275739e-03,1.139536019536019308e-03,1.048888888888888701e-03,1.216507936507936439e-03,9.832478632478631932e-04,9.219047619047619118e-04,1.165714285714285767e-03,1.170012210012209885e-03,1.224322344322344202e-03,1.168840048840048742e-03,1.266910866910866875e-03,1.153601953601953454e-03,9.332356532356532106e-04,1.140708180708180884e-03,1.267301587301587328e-03,1.444688644688644661e-03,8.746275946275945592e-04,1.139926739926739978e-03,6.866910866910866168e-04,1.098510378510378230e-03,7.527228327228327942e-04,1.140708180708180884e-03
1.100073260073259826e-03,1.009816849816849889e-03,1.018803418803418794e-03,1.210647130647130726e-03,1.269255189255189160e-03,1.221196581196581010e-03,1.245811965811965656e-03,1.386471306471306463e-03,9.398778998778998302e-04,1.280195360195360114e-03,1.044200244200243913e-03,1.106715506715506663e-03,9.941880341880341473e-04,1.064908424908424895e-03,1.309108669108668879e-03,1.372014652014651647e-03,1.342319902319902194e-03,8.636874236874236051e-04,1.019194139194139247e-03,7.284981684981684923e-04,1.235653235653235609e-03,7.148229548229547998e-04,1.309108669108668879e-03
9.015873015873014911e-04,9.519902319902319270e-04,8.339926739926739347e-04,1.023882783882783818e-03,8.414163614163613523e-04,1.312234432234431853e-03,1.001221001221001220e-03,1.105543345543345303e-03,1.106324786324785992e-03,1.197362637362637486e-03,9.926251526251525514e-04,1.186813186813186769e-03,1.263003663003662994e-03,8.316483516483516494e-04,1.187985347985348128e-03,1.393113553113553300e-03,1.372796092796092554e-03,9.777777777777777162e-04,8.336019536019535900e-04,7.808547008547007603e-04,1.342319902319902194e-03,7.320146520146520288e-04,1.187985347985348128e-03
8.613431013431013198e-04,8.800976800976800362e-04,9.168253968253967795e-04,7.554578754578754243e-04,8.816605616605616320e-04,6.882539682539682126e-04,1.211037851037850962e-03,1.146568986568986381e-03,9.199511599511599712e-04,7.292796092796092903e-04,7.261538461538462070e-04,9.629304029304028810e-04,7.109157509157508102e-04,7.753846153846152833e-04,1.113748473748473735e-03,1.144615384615384765e-03,7.683516483516483189e-04,1.082490842490842469e-03,9.172161172161172327e-04,8.601709401709401771e-04,1.110231990231990091e-03,7.382661782661781953e-04,1.113748473748473735e-03
7.238095238095238132e-04,8.480586080586079720e-04,4.452258852258852095e-04,6.366788766788766341e-04,8.027350427350426684e-04,1.253626373626373636e-03,1.250500610500610444e-03,1.296605616605616329e-03,1.077411477411477228e-03,1.000048840048840077e-03,9.918437118437118619e-04,9.449572649572649625e-04,8.965079365079364673e-04,8.085958485958484902e-04,7.523321123321123410e-04,8.703296703296702248e-04,9.691819291819291559e-04,8.562637362637362960e-04,4.448351648351648105e-04,5.218070818070817251e-04,9.262026862026861377e-04,5.511111111111110508e-04,7.523321123321123410e-04
6.847374847374846762e-04,8.765811965811964998e-04,5.339194139194139302e-04,6.155799755799755239e-04,8.312576312576311962e-04,1.119609279609279232e-03,7.792918192918191645e-04,1.135628815628815427e-03,6.128449328449327854e-04,1.042637362637362317e-03,8.003907203907203831e-04,7.800732600732599624e-04,6.128449328449327854e-04,9.109645909645908493e-04,1.007081807081806933e-03,6.245665445665446458e-04,1.020757020757020626e-03,7.292796092796092903e-04,5.335286935286935855e-04,4.948473748473747932e-04,8.504029304029303658e-04,6.019047619047619398e-04,1.007081807081806933e-03
6.003418803418803440e-04,7.738217338217337959e-04,4.690598290598290039e-04,5.014896214896214129e-04,8.136752136752136225e-04,1.061782661782661704e-03,5.745543345543345547e-04,4.479609279609279480e-04,6.612942612942612807e-04,9.301098901098900189e-04,7.859340659340660010e-04,4.799999999999999580e-04,2.940170940170939561e-04,7.464713064713064108e-04,5.917460317460316753e-04,4.108424908424908599e-04,7.214652014652015279e-04,6.976312576312575708e-04,4.694505494505494029e-04,3.151159951159951205e-04,5.210256410256409272e-04,3.428571428571427961e-04,5.917460317460316753e-04
3.135531135531135789e-04,3.225396825396825381e-04,2.748717948717948408e-04,2.869841269841269917e-04,3.557509157509157450e-04,3.440293040293040472e-04,1.810989010989010961e-04,2.459584859584859682e-04,4.221733821733821587e-04,4.034188034188033881e-04,3.690354090354090386e-04,4.311599511599511179e-04,2.717460317460317575e-04,4.616361416361416405e-04,3.815384615384615342e-04,3.729426129426129197e-04,3.588766788766788282e-04,3.205860805860805433e-04,2.752625152625152397e-04,2.404884004884004641e-04,2.955799755799755520e-04,3.764590964590964562e-04,3.815384615384615342e-04
5.561904761904760746e-04,3.752869352869352593e-04,3.764590964590964562e-04,2.490842490842490515e-04,6.261294261294261332e-04,4.592918192918193010e-04,1.928205128205128210e-04,2.490842490842490515e-04,5.065689865689865451e-04,5.581440781440780152e-04,3.889621489621489518e-04,3.983394383394383100e-04,5.479853479853479675e-04,5.815873015873015191e-04,4.659340659340659207e-04,4.288156288156288326e-04,4.448351648351648105e-04,3.151159951159951205e-04,3.768498168498168551e-04,2.170451770451770415e-04,3.366056166056165754e-04,3.897435897435896955e-04,4.659340659340659207e-04
2.576800976800976660e-04,2.838583638583638542e-04,2.721367521367521023e-04,1.978998778998778991e-04,3.623931623931624189e-04,3.002686202686202853e-04,1.842246642246642065e-04,2.412698412698412620e-04,3.373870573870573733e-04,4.167032967032966817e-04,3.885714285714285529e-04,3.037851037851037675e-04,2.854212454212453958e-04,5.198534798534797845e-04,4.256898656898656951e-04,4.467887667887667511e-04,2.733089133089132991e-04,3.178510378510378590e-04,2.725274725274725012e-04,2.002442002442002386e-04,3.592673992673992272e-04,3.788034188034187957e-04,4.256898656898656951e-04
4.401465201465201314e-04,4.335042735042734575e-04,2.897191697191696760e-04,1.932112332112331929e-04,2.916727716727716708e-04,4.514774114774114302e-04,1.756288156288156191e-04,2.080586080586080552e-04,3.444200244200244462e-04,5.425152625152624905e-04,2.889377289377289323e-04,4.338949938949938565e-04,3.846642246642246175e-04,6.019047619047619398e-04,4.210012210012209618e-04,4.530402930402930260e-04,4.057631257631257276e-04,2.791697191697191209e-04,2.901098901098900749e-04,1.998534798534798396e-04,3.307448107448107536e-04,3.627838827838827636e-04,4.210012210012209618e-04
2.541636141636141838e-04,3.557509157509157450e-04,2.174358974358974134e-04,2.033699633699633490e-04,3.182417582417582580e-04,4.381929181929181366e-04,2.186080586080585831e-04,2.338461538461538173e-04,3.784126984126983968e-04,3.709890109890109791e-04,3.354334554334554327e-04,3.557509157509157450e-04,2.647130647130647389e-04,4.729670329670329935e-04,4.557753357753357103e-04,4.065445665445665256e-04,4.084981684981685204e-04,2.842490842490842532e-04,2.170451770451770415e-04,2.014163614163614084e-04,2.799511599511599730e-04,3.737240537240536634e-04,4.557753357753357103e-04
2.127472527472527614e-04,2.725274725274725012e-04,2.811233211233211157e-04,2.174358974358974134e-04,1.740659340659340775e-04,2.670573870573870784e-04,1.330402930402930541e-04,1.549206349206349079e-04,2.815140415140415147e-04,3.471550671550671305e-04,2.412698412698412620e-04,4.186568986568986223e-04,2.916727716727716708e-04,5.347008547008547281e-04,5.304029304029303938e-04,4.882051282051281735e-04,3.229304029304028829e-04,2.045421245421245459e-04,2.815140415140415147e-04,1.959462759462759585e-04,2.588522588522588087e-04,3.885714285714285529e-04,5.304029304029303938e-04
3.201953601953601986e-04,4.596825396825396999e-04,3.850549450549450164e-04,3.135531135531135789e-04,2.733089133089132991e-04,3.475457875457875294e-04,2.213431013431013488e-04,1.978998778998778991e-04,2.529914529914529869e-04,4.100610500610500620e-04,2.479120879120879088e-04,3.424664224664224514e-04,3.764590964590964562e-04,4.194383394383394202e-04,4.757020757020756778e-04,4.565567765567765625e-04,3.690354090354090386e-04,1.865689865689865461e-04,3.854456654456654154e-04,2.905006105006104739e-04,2.717460317460317575e-04,3.659096459096459011e-04,4.757020757020756778e-04
6.300366300366300144e-04,5.257142857142856063e-04,4.936752136752136505e-04,3.666910866910866990e-04,2.967521367521367488e-04,4.124053724053724015e-04,7.249816849816849559e-04,6.003418803418803440e-04,3.537973137973137502e-04,3.702075702075701812e-04,2.830769230769230563e-04,3.205860805860805433e-04,5.073504273504273430e-04,5.604884004884005174e-04,4.213919413919413608e-04,4.163125763125762827e-04,3.424664224664224514e-04,2.205616605616605508e-04,4.940659340659341037e-04,5.397802197802197520e-04,4.557753357753357103e-04,4.596825396825396999e-04,4.213919413919413608e-04
5.100854700854700816e-04,7.523321123321122326e-04,6.190964590964590604e-04,3.612210012210012220e-04,3.041758241758241665e-04,3.764590964590964562e-04,3.174603174603174600e-04,3.373870573870573733e-04,3.592673992673992272e-04,4.432722832722832689e-04,3.569230769230768876e-04,2.748717948717948408e-04,6.687179487179486983e-04,6.269108669108669311e-04,8.804884004884004894e-04,4.471794871794871500e-04,3.612210012210012220e-04,3.155067155067155195e-04,6.194871794871794051e-04,6.167521367521366666e-04,4.729670329670329935e-04,5.120390720390720221e-04,8.804884004884004894e-04
3.940415140415140299e-04,4.604639804639804436e-04,5.085225885225884857e-04,5.124297924297923669e-04,4.452258852258852095e-04,4.589010989010989020e-04,1.158681318681318694e-03,1.283321123321123089e-03,5.604884004884005174e-04,3.069108669108669050e-04,3.276190476190475620e-04,2.690109890109890190e-04,5.518925518925518487e-04,4.561660561660561635e-04,4.463980463980464063e-04,3.866178266178266123e-04,5.546275946275945872e-04,2.912820512820512718e-04,5.089133089133089389e-04,3.666910866910866990e-04,4.932844932844933057e-04,3.713797313797313239e-04,4.463980463980464063e-04
3.483272283272283274e-04,6.546520146520145526e-04,5.600976800976801727e-04,6.112820512820511896e-04,4.034188034188033881e-04,6.780952380952380565e-04,8.976800976800976099e-04,9.058852258852258255e-04,3.006593406593406842e-04,3.139438339438339778e-04,4.280341880341880347e-04,3.577045177045176856e-04,2.850305250305250511e-04,3.663003663003663000e-04,5.315750915750916449e-04,4.585103785103785030e-04,3.201953601953601986e-04,3.147252747252747215e-04,5.604884004884005174e-04,5.300122100122100490e-04,4.139682539682539432e-04,3.166788766788766621e-04,5.315750915750916449e-04
1.184468864468864483e-03,1.441953601953602140e-03,8.683760683760682842e-04,8.332112332112331368e-04,7.218559218559218726e-04,1.313015873015873193e-03,5.862759462759461982e-04,8.293040293040292556e-04,6.132356532356532386e-04,9.402686202686201750e-04,6.140170940170939281e-04,4.596825396825396999e-04,6.468376068376067902e-04,7.245909645909646112e-04,5.878388278388277941e-04,5.159462759462759033e-04,9.258119658119657929e-04,3.999023199023199059e-04,8.679853479853479395e-04,5.073504273504273430e-04,9.308913308913308168e-04,6.038583638583638804e-04,5.878388278388277941e-04
1.262612942612942758e-03,1.168449328449328289e-03,9.691819291819291559e-04,1.188766788766788818e-03,1.104761904761904613e-03,1.373577533577533243e-03,6.937240537240536896e-04,1.084444444444444301e-03,8.636874236874236051e-04,1.086007326007325897e-03,6.640293040293040192e-04,9.633211233211232257e-04,1.133675213675213811e-03,1.048498168498168464e-03,8.304761904761903983e-04,9.523809523809523801e-04,1.186813186813186769e-03,5.706471306471306735e-04,9.687912087912087028e-04,6.948962148962149407e-04,9.703540903540902986e-04,4.971916971916971869e-04,8.304761904761903983e-04
1.068424908424908540e-03,1.171184371184371244e-03,9.656654456654456195e-04,9.019780219780219443e-04,1.170402930402930338e-03,1.170402930402930338e-03,7.914041514041513696e-04,9.797313797313797652e-04,9.746520146520145245e-04,8.785347985347984404e-04,7.714774114774114021e-04,8.433699633699632929e-04,9.305006105006104720e-04,8.695482295482295353e-04,9.094017094017093619e-04,1.064517704517704659e-03,9.578510378510378571e-04,7.449084249084248150e-04,9.660561660561659643e-04,6.304273504273504676e-04,9.773870573870574799e-04,5.468131868131868249e-04,9.094017094017093619e-04
1.006300366300366244e-03,1.465396825396825427e-03,9.840293040293040996e-04,1.060219780219780108e-03,1.162197802197801905e-03,1.187594627594627458e-03,1.204786324786324579e-03,1.428278388278388230e-03,1.257924297924297970e-03,1.410695970695970440e-03,8.476678876678876273e-04,1.308717948717948642e-03,1.478290598290597996e-03,8.230525030525030891e-04,9.539438339438339760e-04,1.174310134310134219e-03,1.179780219780219696e-03,7.288888888888888371e-04,9.844200244200243359e-04,6.003418803418803440e-04,9.281562881562880783e-04,6.065934065934066189e-04,9.539438339438339760e-04
1.178998778998779006e-03,9.934065934065934578e-04,1.419291819291819108e-03,8.953357753357753246e-04,1.357167277167277029e-03,1.251282051282051134e-03,9.363614163614162938e-04,1.119218559218559212e-03,1.255579975579975685e-03,9.863736263736263849e-04,6.394139194139193726e-04,9.754334554334553225e-04,1.181343101343101292e-03,9.469108669108669031e-04,1.551355311355311030e-03,1.178217338217338100e-03,1.012161172161172174e-03,6.757509157509156627e-04,1.419682539682539778e-03,5.440781440781440863e-04,9.937973137973136941e-04,6.632478632478632213e-04,1.551355311355311030e-03
1.261050061050061162e-03,1.266129426129425969e-03,1.368107448107447766e-03,1.302466422466422476e-03,1.391159951159951034e-03,1.168449328449328289e-03,7.425641025641025296e-04,9.422222222222221156e-04,1.124688644688644689e-03,1.092258852258852064e-03,9.105738705738705046e-04,1.070769230769230826e-03,8.500122100122100210e-04,1.264175824175824353e-03,1.390378510378510344e-03,1.221978021978021699e-03,1.227448107448107176e-03,7.433455433455433276e-04,1.368498168498168436e-03,6.280830280830280738e-04,1.316532356532356405e-03,7.937484737484737634e-04,1.390378510378510344e-03
1.487667887667887354e-03,1.210647130647130726e-03,1.301684981684981569e-03,1.123516483516483764e-03,1.142271062271062263e-03,1.273943833943833731e-03,1.096556776556776615e-03,1.405225885225884963e-03,1.344664224664224479e-03,1.230573870573870368e-03,7.581929181929181628e-04,1.139536019536019308e-03,1.237997557997557894e-03,1.089133089133088872e-03,1.345836385836385839e-03,1.155164835164835049e-03,1.048498168498168464e-03,7.031013431013430478e-04,1.302075702075701806e-03,7.234188034188034685e-04,1.221587301587301680e-03,7.445177045177044702e-04,1.345836385836385839e-03
1.046544566544566198e-03,1.171965811965811934e-03,1.290354090354090162e-03,1.005909645909645791e-03,1.125079365079365143e-03,1.458363858363858354e-03,1.191892551892552009e-03,1.632234432234432476e-03,1.236825396825396535e-03,1.289181929181929236e-03,7.984371184371184425e-04,1.028180708180708152e-03,1.289572649572649473e-03,1.082100122100122016e-03,1.273553113553113712e-03,1.259096459096458896e-03,1.311843711843711834e-03,6.882539682539682126e-04,1.289963369963369926e-03,7.898412698412698822e-04,1.111013431013430780e-03,8.488400488400488783e-04,1.273553113553113712e-03
1.258705738705738876e-03,1.159462759462759601e-03,1.026227106227106103e-03,1.071941391941391751e-03,1.046544566544566198e-03,1.418901098901098872e-03,1.083272283272283375e-03,1.250500610500610444e-03,1.205958485958486155e-03,1.345836385836385839e-03,8.910378510378509902e-04,1.150476190476190262e-03,1.107496947496947569e-03,1.004346764346764195e-03,1.321611721611721645e-03,1.311452991452991164e-03,1.427106227106226871e-03,8.390720390720389586e-04,1.026617826617826773e-03,6.558241758241756952e-04,1.469304029304029308e-03,8.183638583638584100e-04,1.321611721611721645e-03
1.181343101343101292e-03,8.972893772893772652e-04,1.037557997557997510e-03,9.930158730158730046e-04,1.200488400488400678e-03,9.984859584859584816e-04,1.321611721611721645e-03,1.478681318681318666e-03,1.269645909645909830e-03,7.277167277167276944e-04,6.187057387057386072e-04,9.129181929181928983e-04,8.414163614163613523e-04,1.038730158730158436e-03,1.089914529914529778e-03,1.201660561660561604e-03,1.044200244200243913e-03,4.932844932844933057e-04,1.037948717948717747e-03,4.909401709401709120e-04,1.408351648351648154e-03,5.835409035409034597e-04,1.089914529914529778e-03
8.621245421245421177e-04,8.164102564102564694e-04,7.742124542124541407e-04,9.527716727716727249e-04,1.068034188034187870e-03,9.113553113553113025e-04,1.139926739926739978e-03,9.414407814407813177e-04,1.279023199023199189e-03,9.820757020757020506e-04,7.335775335775335162e-04,9.816849816849815974e-04,6.769230769230769138e-04,6.300366300366300144e-04,9.734798534798533819e-04,1.069206349206349447e-03,1.054358974358974178e-03,9.586324786324785466e-04,7.746031746031745938e-04,8.246153846153845765e-04,8.918192918192917882e-04,3.979487179487179111e-04,9.734798534798533819e-04
1.041465201465201391e-03,8.410256410256410076e-04,7.781196581196580218e-04,7.570207570207570201e-04,8.578266178266177834e-04,1.246593406593406563e-03,1.028180708180708152e-03,1.221196581196581010e-03,9.039316239316238849e-04,1.038730158730158436e-03,8.066422466422465496e-04,7.847619047619047499e-04,7.355311355311354568e-04,7.511599511599510899e-04,7.476434676434675535e-04,9.129181929181928983e-04,1.220415140415140320e-03,8.226617826617826359e-04,7.785103785103784750e-04,8.629059829059829156e-04,7.972649572649571914e-04,5.761172161172160421e-04,7.476434676434675535e-04
2.799511599511599730e-04,3.287912087912088130e-04,2.682295482295482211e-04,4.241269841269841535e-04,2.760439560439560376e-04,3.549694749694749470e-04,6.624664224664224233e-04,6.276923076923077291e-04,5.382173382173382646e-04,4.565567765567765625e-04,2.315018315018315049e-04,3.018315018315018269e-04,4.252991452991452962e-04,3.647374847374847584e-04,5.264957264957264042e-04,5.534554334554334445e-04,3.037851037851037675e-04,2.209523809523809498e-04,2.686202686202686200e-04,3.788034188034187957e-04,2.658852258852258815e-04,3.014407814407814279e-04,5.264957264957264042e-04
1.517948717948717976e-04,1.846153846153846055e-04,2.662759462759462805e-04,2.799511599511599188e-04,2.541636141636141838e-04,1.771916971916971879e-04,1.822710622710622659e-04,1.435897435897435820e-04,2.670573870573870784e-04,2.779975579975579782e-04,2.647130647130647389e-04,4.378021978021977376e-04,2.553357753357753264e-04,3.190231990231990017e-04,3.799755799755799926e-04,3.877899877899877550e-04,2.400976800976800923e-04,1.998534798534798396e-04,2.666666666666666794e-04,1.642979242979242932e-04,2.221245421245421196e-04,2.096214896214895968e-04,3.799755799755799926e-04
4.045909645909645308e-04,2.709645909645909596e-04,3.006593406593406842e-04,2.971428571428571478e-04,3.827106227106226769e-04,4.463980463980464063e-04,1.435897435897435820e-04,2.244688644688644591e-04,2.764346764346763824e-04,5.350915750915750729e-04,2.635409035409034878e-04,2.498656898656898494e-04,3.358241758241758317e-04,3.205860805860805433e-04,3.401221001221001118e-04,3.471550671550671305e-04,3.268376068376068182e-04,2.010256410256410094e-04,3.010500610500610290e-04,2.021978021978021792e-04,2.506471306471306473e-04,2.189987789987789821e-04,3.401221001221001118e-04
3.627838827838827636e-04,4.045909645909645308e-04,3.725518925518925208e-04,4.018559218559218465e-04,3.647374847374847584e-04,2.729181929181929002e-04,2.123565323565323624e-04,2.260317460317460008e-04,4.565567765567765625e-04,3.221489621489621391e-04,3.643467643467643595e-04,3.131623931623931799e-04,2.865934065934065927e-04,3.104273504273503872e-04,5.683028083028082798e-04,5.229792429792428678e-04,3.573137973137972866e-04,2.627594627594627441e-04,3.729426129426129197e-04,3.854456654456654154e-04,2.940170940170939561e-04,2.357997557997557850e-04,5.683028083028082798e-04
3.225396825396825381e-04,4.979731379731379848e-04,4.600732600732600447e-04,3.479365079365079284e-04,3.030036630036629696e-04,2.291575091575091653e-04,3.119902319902319830e-04,2.611965811965811482e-04,3.670818070818070438e-04,2.643223443223443399e-04,1.971184371184371282e-04,2.639316239316238867e-04,4.338949938949938565e-04,4.971916971916971869e-04,6.257387057387057885e-04,5.327472527472527876e-04,2.182173382173382113e-04,1.525763125763125684e-04,4.604639804639804436e-04,3.174603174603174600e-04,2.369719169719169819e-04,2.713553113553113585e-04,6.257387057387057885e-04
5.370451770451770135e-04,6.144078144078143813e-04,5.792429792429792338e-04,6.273015873015872759e-04,4.721855921855921414e-04,7.273260073260073497e-04,5.347008547008547281e-04,6.726251526251525795e-04,2.596336996336996066e-04,3.369963369963369744e-04,2.920634920634920155e-04,3.498901098901098690e-04,3.776312576312576530e-04,4.796092796092796132e-04,4.338949938949938565e-04,4.846886446886446370e-04,3.487179487179487263e-04,4.546031746031745677e-04,5.788522588522587806e-04,4.526495726495726271e-04,3.764590964590964562e-04,2.940170940170939561e-04,4.338949938949938565e-04
8.007814407814407278e-04,9.258119658119657929e-04,8.203174603174603506e-04,6.890354090354090105e-04,1.018412698412698341e-03,6.991941391941391666e-04,6.675457875457875556e-04,1.097728937728937541e-03,4.671062271062270633e-04,4.100610500610500620e-04,3.100366300366299882e-04,4.389743589743589345e-04,3.815384615384615342e-04,3.663003663003663000e-04,5.991697191697192013e-04,5.768986568986568400e-04,5.233699633699633209e-04,4.421001221001221262e-04,8.199267399267398974e-04,3.983394383394383100e-04,6.921611721611722022e-04,2.397069597069596933e-04,5.991697191697192013e-04
1.266520146520146639e-03,1.316141636141636385e-03,8.304761904761903983e-04,6.722344322344322347e-04,1.159853479853479620e-03,1.405225885225884963e-03,6.894261294261294637e-04,9.047130647130646828e-04,5.983882783882784034e-04,7.777289377289376771e-04,4.803907203907203569e-04,4.585103785103785030e-04,1.043418803418803224e-03,6.218315018315017989e-04,5.979975579975580586e-04,6.737973137973137221e-04,1.045372405372405273e-03,6.163614163614163219e-04,8.308669108669108514e-04,6.726251526251525795e-04,7.484249084249083514e-04,5.331379731379731323e-04,5.979975579975580586e-04
1.315360195360195479e-03,9.996581196581196243e-04,1.018803418803418794e-03,1.011379731379731485e-03,1.245811965811965656e-03,1.297387057387057235e-03,6.929426129426130001e-04,1.168058608058608052e-03,9.535531135531135228e-04,1.214945054945054843e-03,7.335775335775335162e-04,5.491575091575091102e-04,7.558485958485958774e-04,1.205567765567765485e-03,7.363125763125762547e-04,6.108913308913308448e-04,1.189157509157509054e-03,7.167765567765567404e-04,1.019194139194139247e-03,5.589255189255188131e-04,8.175824175824176121e-04,4.323321123321123148e-04,7.363125763125762547e-04
1.468913308913308638e-03,1.037948717948717747e-03,8.246153846153845765e-04,1.010598290598290578e-03,1.023492063492063365e-03,1.377484737484737558e-03,6.952869352869352855e-04,8.750183150183149039e-04,1.252844932844932729e-03,1.129377289377289260e-03,7.687423687423686636e-04,4.807814407814407559e-04,1.000439560439560314e-03,1.207912087912087771e-03,6.065934065934066189e-04,6.433211233211232538e-04,1.339975579975579908e-03,7.734310134310133427e-04,8.242246642246642318e-04,5.534554334554334445e-04,9.617582417582417383e-04,4.440537240537240668e-04,6.065934065934066189e-04
1.204004884004883889e-03,1.065689865689865585e-03,7.581929181929181628e-04,6.558241758241756952e-04,1.127814407814407664e-03,1.367326007326007077e-03,6.476190476190475881e-04,8.035164835164834663e-04,9.074481074481073129e-04,1.183296703296703124e-03,7.015384615384615604e-04,4.401465201465201314e-04,1.183687423687423577e-03,8.515750915750916169e-04,6.409768009768009684e-04,5.405616605616605499e-04,1.378656898656898484e-03,7.765567765567765344e-04,7.578021978021978180e-04,6.042490842490842251e-04,7.695238095238094616e-04,3.670818070818070438e-04,6.409768009768009684e-04
